mlbam_id,player,season,n_stints,n_scored,volume,volume_all,base_war,age_credit_war,adj_war,rate_per_600,verdict,truncated
682634,Kevin Alcántara,2019,1,1,128,128,-0.8,0.41,-0.39,-1.83,scored,False
682634,Kevin Alcántara,2021,1,1,138,138,-0.16,0.25,0.0,0.0,scored,False
682634,Kevin Alcántara,2022,1,1,495,495,-0.31,1.97,0.0,0.0,scored,False
682634,Kevin Alcántara,2023,3,1,408,435,-0.15,2.05,0.0,0.0,scored,False
682634,Kevin Alcántara,2024,2,2,473,473,0.81,2.53,3.34,4.23,scored,True
682641,Luis Matos,2019,1,0,0,20,0,0,0,,"insufficient_sample (0 of 20 PA+BF scored, need 100)",False
682641,Luis Matos,2021,1,1,491,491,-0.26,2.34,0.0,0.0,scored,False
682641,Luis Matos,2022,2,1,407,415,-1.3,2.29,0.0,0.0,scored,False
682641,Luis Matos,2023,2,2,249,249,1.51,1.37,2.88,6.94,scored,True
682668,Luisangel Acuña,2021,1,1,473,473,-0.53,2.25,0.0,0.0,scored,False
682668,Luisangel Acuña,2022,2,2,409,409,0.84,2.49,3.33,4.89,scored,False
682668,Luisangel Acuña,2023,1,1,569,569,1.05,3.78,4.82,5.09,scored,False
682668,Luisangel Acuña,2024,1,1,587,587,-0.28,2.36,0.0,0.0,scored,True
682829,Elly De La Cruz,2021,2,2,265,265,-0.07,1.07,0.0,0.0,scored,False
682829,Elly De La Cruz,2022,2,2,513,513,2.76,3.12,5.88,6.88,scored,False
682829,Elly De La Cruz,2023,1,1,186,186,1.52,0.79,2.31,7.46,scored,True
682848,Endy Rodríguez,2019,1,1,90,90,-0.24,0.1,-0.14,,"insufficient_sample (90 of 90 PA+BF scored, need 100)",False
682848,Endy Rodríguez,2021,1,1,434,434,0.24,1.01,1.25,1.73,scored,False
682848,Endy Rodríguez,2022,3,2,508,531,2.41,1.96,4.37,5.16,scored,False
682848,Endy Rodríguez,2023,1,1,315,315,0.61,1.33,1.94,3.7,scored,True
682928,CJ Abrams,2019,2,1,156,165,0.1,0.24,0.33,1.28,scored,False
682928,CJ Abrams,2021,1,1,183,183,0.54,1.18,1.72,5.65,scored,False
682982,Daniel Espino,2019,2,0,0,98,0,0,0,,"insufficient_sample (0 of 98 PA+BF scored, need 100)",False
682982,Daniel Espino,2021,2,2,375,375,0.29,1.43,1.72,2.76,scored,False
682982,Daniel Espino,2022,1,1,68,68,0.27,0.21,0.48,,"insufficient_sample (68 of 68 PA+BF scored, need 100)",False
682982,Daniel Espino,2025,1,0,0,5,0,0,0,,"insufficient_sample (0 of 5 PA+BF scored, need 100)",False
682982,Daniel Espino,2026,1,1,87,87,0.35,0.09,0.44,,"insufficient_sample (87 of 87 PA+BF scored, need 100)",True
682985,Riley Greene,2019,3,3,251,251,-0.95,0.82,-0.13,-0.31,scored,False
682985,Riley Greene,2021,2,2,558,558,2.44,3.14,5.58,6.0,scored,False
682985,Riley Greene,2022,2,1,68,75,0.12,0.27,0.4,,"insufficient_sample (68 of 75 PA+BF scored, need 100)",True
682987,Spencer Jones,2022,2,1,95,106,0.19,0.21,0.4,,"insufficient_sample (95 of 106 PA+BF scored, need 100)",False
682987,Spencer Jones,2023,2,2,537,537,-0.21,1.82,0.0,0.0,scored,False
682987,Spencer Jones,2024,1,1,544,544,0.65,2.1,2.75,3.03,scored,False
682987,Spencer Jones,2025,2,2,506,506,2.58,1.6,4.19,4.96,scored,False
682987,Spencer Jones,2026,1,1,142,142,0.87,0.49,1.36,5.75,scored,True
682990,Quinn Priester,2019,2,1,140,159,-0.5,0.17,-0.33,-1.42,scored,False
682990,Quinn Priester,2021,1,1,407,407,-0.05,1.79,0.0,0.0,scored,False
682990,Quinn Priester,2022,4,1,312,377,1.15,0.85,2.0,3.85,scored,False
682990,Quinn Priester,2023,1,1,375,375,2.24,0.57,2.81,4.5,scored,True
682998,Corbin Carroll,2019,2,2,186,186,-0.12,0.35,0.0,0.0,scored,False
682998,Corbin Carroll,2021,1,0,0,29,0,0,0,,"insufficient_sample (0 of 29 PA+BF scored, need 100)",False
682998,Corbin Carroll,2022,3,2,434,442,3.94,2.5,6.44,8.9,scored,True
683002,Gunnar Henderson,2019,1,1,121,121,-0.45,0.28,-0.17,-0.84,scored,False
683002,Gunnar Henderson,2021,3,2,446,463,0.73,2.36,3.09,4.15,scored,False
683002,Gunnar Henderson,2022,2,2,503,503,3.91,2.59,6.49,7.75,scored,True
683003,Jared Jones,2021,1,1,302,302,-0.19,0.96,0.0,0.0,scored,False
683003,Jared Jones,2022,1,1,532,532,-0.54,2.13,0.0,0.0,scored,False
683003,Jared Jones,2023,2,2,529,529,2.34,1.04,3.38,3.83,scored,False
683004,Jack Leiter,2022,1,1,425,425,0.54,0.99,1.53,2.16,scored,False
683004,Jack Leiter,2023,2,1,351,371,-0.13,0.57,0.0,0.0,scored,False
683004,Jack Leiter,2024,1,0,0,57,0,0,0,,"insufficient_sample (0 of 57 PA+BF scored, need 100)",True
683011,Anthony Volpe,2021,2,2,513,513,2.37,2.5,4.87,5.7,scored,False
683011,Anthony Volpe,2022,2,2,596,596,2.38,3.76,6.14,6.18,scored,False
683146,Brett Baty,2019,2,0,0,42,0,0,0,,"insufficient_sample (0 of 42 PA+BF scored, need 100)",False
683146,Brett Baty,2021,2,2,385,385,0.63,1.97,2.6,4.05,scored,False
683146,Brett Baty,2022,2,1,394,420,1.97,2.13,4.1,6.25,scored,True
683175,Connor Phillips,2021,2,1,322,340,0.08,0.95,1.03,1.92,scored,False
683175,Connor Phillips,2022,2,2,473,473,0.67,1.52,2.19,2.78,scored,False
683175,Connor Phillips,2023,2,2,462,462,1.64,0.97,2.61,3.39,scored,True
683357,Owen Caissie,2021,2,2,226,226,-0.33,0.68,0.0,0.0,scored,False
683357,Owen Caissie,2022,1,1,433,433,-0.23,2.44,0.0,0.0,scored,False
683357,Owen Caissie,2023,1,1,528,528,1.66,3.5,5.16,5.86,scored,False
683357,Owen Caissie,2024,1,1,549,549,2.12,2.21,4.33,4.73,scored,False
683357,Owen Caissie,2025,1,1,404,404,2.39,1.61,4.0,5.95,scored,True
683737,Michael Busch,2019,2,0,0,35,0,0,0,,"insufficient_sample (0 of 35 PA+BF scored, need 100)",False
683737,Michael Busch,2021,1,1,495,495,2.01,1.56,3.57,4.32,scored,False
683737,Michael Busch,2022,2,2,641,641,3.75,1.91,5.66,5.3,scored,False
683737,Michael Busch,2023,1,1,102,102,0.85,0.26,1.11,6.52,scored,True
683953,Travis Bazzana,2024,1,1,122,122,0.16,0.38,0.54,2.64,scored,False
683953,Travis Bazzana,2025,3,2,348,374,1.29,1.51,2.8,4.83,scored,False
683953,Travis Bazzana,2026,1,1,117,117,0.87,0.48,1.34,6.89,scored,True
686217,Sal Frelick,2021,3,2,152,169,0.0,0.52,0.52,2.06,scored,False
686217,Sal Frelick,2022,3,3,562,562,2.35,2.73,5.08,5.42,scored,False
686217,Sal Frelick,2023,2,1,183,195,-0.2,0.78,0.0,0.0,scored,True
686610,Ken Waldichuk,2021,2,2,453,453,0.37,0.52,0.89,1.18,scored,False
686610,Ken Waldichuk,2022,2,2,397,397,2.03,0.47,2.49,3.77,scored,True
686611,Dylan Crews,2023,3,2,156,159,-0.19,0.7,0.0,0.0,scored,False
686611,Dylan Crews,2024,2,2,449,449,0.97,2.1,3.08,4.11,scored,True
686613,Hunter Brown,2021,2,2,433,433,0.94,0.75,1.7,2.35,scored,False
686613,Hunter Brown,2022,1,1,426,426,3.01,0.69,3.7,5.22,scored,True
686752,Ryan Pepiot,2019,2,1,76,98,-0.2,0.06,-0.14,,"insufficient_sample (76 of 98 PA+BF scored, need 100)",False
686752,Ryan Pepiot,2021,2,2,435,435,-0.01,0.55,0.0,0.0,scored,False
686752,Ryan Pepiot,2022,1,1,109,109,0.77,0.14,0.91,5.02,scored,True
686796,Blake Walston,2019,2,0,0,42,0,0,0,,"insufficient_sample (0 of 42 PA+BF scored, need 100)",False
686796,Blake Walston,2021,2,2,406,406,-0.56,1.62,0.0,0.0,scored,False
686796,Blake Walston,2022,2,2,532,532,0.91,1.5,2.41,2.71,scored,False
686796,Blake Walston,2023,1,1,666,666,2.4,0.97,3.37,3.04,scored,False
686796,Blake Walston,2024,1,1,98,98,0.11,0.13,0.24,,"insufficient_sample (98 of 98 PA+BF scored, need 100)",True
686797,Brooks Lee,2022,3,1,114,139,0.31,0.48,0.78,4.13,scored,False
686797,Brooks Lee,2023,2,2,567,567,1.47,3.07,4.55,4.81,scored,False
686797,Brooks Lee,2024,3,1,94,136,0.91,0.38,1.29,,"insufficient_sample (94 of 136 PA+BF scored, need 100)",True
686894,Joey Wiemer,2021,2,2,472,472,0.91,0.47,1.38,1.76,scored,False
686894,Joey Wiemer,2022,2,2,548,548,1.32,2.08,3.4,3.73,scored,False
686948,Drake Baldwin,2022,2,1,101,111,0.04,0.2,0.25,1.47,scored,False
686948,Drake Baldwin,2023,3,2,464,476,1.41,1.43,2.83,3.67,scored,False
686948,Drake Baldwin,2024,2,2,551,551,2.56,2.13,4.69,5.11,scored,False
687075,Brandon Sproat,2024,3,3,463,463,0.24,0.46,0.7,0.9,scored,False
687075,Brandon Sproat,2025,1,1,512,512,2.0,0.7,2.71,3.17,scored,True
687221,Dalton Rushing,2022,2,1,128,134,1.0,0.24,1.24,5.83,scored,False
687221,Dalton Rushing,2023,1,1,381,381,0.75,0.93,1.68,2.64,scored,False
687221,Dalton Rushing,2024,2,2,503,503,2.47,1.82,4.29,5.12,scored,False
687221,Dalton Rushing,2025,1,1,132,132,0.92,0.53,1.45,6.59,scored,True
687263,Zach Neto,2022,2,1,136,167,0.65,0.92,1.57,6.95,scored,False
687263,Zach Neto,2023,1,0,0,34,0,0,0,,"insufficient_sample (0 of 34 PA+BF scored, need 100)",True
687273,Quinn Mathews,2024,4,4,570,570,1.01,0.12,1.13,1.19,scored,False
687273,Quinn Mathews,2025,3,1,422,440,1.38,0.55,1.93,2.74,scored,False
687273,Quinn Mathews,2026,1,1,372,372,1.3,0.38,1.69,2.72,scored,False
687401,Joey Ortiz,2021,2,2,156,156,0.34,0.43,0.76,2.94,scored,False
687401,Joey Ortiz,2022,2,2,600,600,2.39,1.63,4.01,4.01,scored,False
687401,Joey Ortiz,2023,1,1,72,72,0.39,0.25,0.64,,"insufficient_sample (72 of 72 PA+BF scored, need 100)",True
687551,Drew Gilbert,2022,2,0,0,39,0,0,0,,"insufficient_sample (0 of 39 PA+BF scored, need 100)",False
687551,Drew Gilbert,2023,2,2,513,513,0.97,2.28,3.25,3.8,scored,False
687551,Drew Gilbert,2024,3,1,247,269,0.04,0.99,1.04,2.52,scored,False
687551,Drew Gilbert,2025,2,1,381,408,1.06,1.37,2.43,3.82,scored,True
687597,Jordan Beck,2022,2,2,109,109,-0.02,0.07,0.0,0.0,scored,False
687597,Jordan Beck,2023,2,2,564,564,0.76,2.34,3.1,3.3,scored,False
687597,Jordan Beck,2024,1,1,121,121,0.93,0.49,1.42,7.04,scored,True
687931,Carson Whisenhunt,2022,2,0,0,30,0,0,0,,"insufficient_sample (0 of 30 PA+BF scored, need 100)",False
687931,Carson Whisenhunt,2023,3,2,178,235,0.35,0.33,0.69,2.31,scored,False
687931,Carson Whisenhunt,2024,2,1,476,496,1.89,0.68,2.57,3.24,scored,False
687931,Carson Whisenhunt,2025,1,1,409,409,1.57,0.59,2.15,3.16,scored,True
688457,Gavin Cross,2022,2,1,123,135,0.3,0.23,0.52,2.55,scored,False
688457,Gavin Cross,2023,2,1,407,413,-0.99,0.98,-0.01,-0.01,scored,False
688457,Gavin Cross,2024,1,1,436,436,0.63,1.47,2.1,2.89,scored,False
688457,Gavin Cross,2025,1,1,507,507,-0.45,0.77,0.0,0.0,scored,False
688457,Gavin Cross,2026,1,1,362,362,0.21,1.13,1.34,2.22,scored,False
689672,Drew Thorpe,2023,2,2,536,536,0.52,0.91,1.43,1.6,scored,False
689672,Drew Thorpe,2024,1,1,224,224,0.25,0.3,0.56,1.49,scored,True
690291,Jace Jung,2022,1,1,134,134,-0.27,0.47,0.0,0.0,scored,False
690291,Jace Jung,2023,2,2,575,575,0.26,1.7,1.96,2.05,scored,False
690291,Jace Jung,2024,2,1,415,430,0.91,1.67,2.58,3.74,scored,True
690953,Mick Abel,2021,1,1,189,189,-0.33,0.66,0.0,0.0,scored,False
690953,Mick Abel,2022,2,2,471,471,0.19,1.76,1.95,2.49,scored,False
690953,Mick Abel,2023,2,1,458,482,-0.1,1.23,0.0,0.0,scored,False
690953,Mick Abel,2024,1,1,515,515,1.01,0.71,1.72,2.0,scored,False
690953,Mick Abel,2025,1,1,192,192,0.94,0.3,1.24,3.89,scored,True
690976,Alex Freeland,2022,1,0,0,36,0,0,0,,"insufficient_sample (0 of 36 PA+BF scored, need 100)",False
690976,Alex Freeland,2023,1,1,461,461,-0.01,1.56,0.0,0.0,scored,False
690976,Alex Freeland,2024,3,3,615,615,2.76,2.31,5.07,4.94,scored,False
690976,Alex Freeland,2025,1,1,453,453,1.98,1.81,3.78,5.01,scored,True
690986,Kyle Harrison,2021,1,1,440,440,0.13,1.44,1.57,2.15,scored,False
690986,Kyle Harrison,2022,2,2,467,467,1.41,1.46,2.87,3.69,scored,False
690986,Kyle Harrison,2023,2,1,295,301,1.2,0.43,1.63,3.31,scored,True
690987,Robert Hassell III,2021,2,2,516,516,0.13,2.35,2.48,2.88,scored,False
690987,Robert Hassell III,2022,2,2,513,513,0.14,2.82,2.96,3.46,scored,False
690987,Robert Hassell III,2023,2,2,545,545,-1.3,3.23,0.0,0.0,scored,False
690987,Robert Hassell III,2024,3,2,333,362,-0.51,1.43,0.0,0.0,scored,False
690987,Robert Hassell III,2025,1,1,175,175,0.24,0.7,0.94,3.23,scored,True
690990,Cade Horton,2023,3,2,294,349,0.43,0.85,1.28,2.61,scored,False
690990,Cade Horton,2024,2,2,143,143,0.18,0.25,0.44,1.83,scored,False
690990,Cade Horton,2025,1,1,108,108,0.59,0.19,0.77,4.3,scored,True
690993,Colt Keith,2021,3,2,257,270,-0.19,1.22,0.0,0.0,scored,False
690993,Colt Keith,2022,1,1,216,216,0.73,1.1,1.83,5.09,scored,False
690993,Colt Keith,2023,2,2,577,577,2.86,3.11,5.96,6.2,scored,False
691003,Tre' Morgan,2023,2,1,44,56,0.06,0.11,0.16,,"insufficient_sample (44 of 56 PA+BF scored, need 100)",False
691003,Tre' Morgan,2024,3,3,437,437,0.53,1.29,1.82,2.5,scored,False
691003,Tre' Morgan,2025,1,1,402,402,0.93,1.6,2.53,3.78,scored,False
691003,Tre' Morgan,2026,2,2,164,164,0.17,0.25,0.42,1.54,scored,False
691006,Kevin Parada,2022,2,1,41,55,0.12,0.1,0.23,,"insufficient_sample (41 of 55 PA+BF scored, need 100)",False
691006,Kevin Parada,2023,3,2,442,457,0.5,1.65,2.15,2.92,scored,False
691006,Kevin Parada,2024,1,1,454,454,0.42,1.95,2.38,3.14,scored,False
691006,Kevin Parada,2025,2,2,424,424,0.94,1.13,2.08,2.94,scored,False
691006,Kevin Parada,2026,2,2,274,274,0.04,0.46,0.5,1.09,scored,False
691011,Drew Romo,2021,1,1,339,339,0.26,1.47,1.73,3.06,scored,False
691011,Drew Romo,2022,1,1,420,420,0.41,2.18,2.59,3.7,scored,False
691011,Drew Romo,2023,2,1,368,386,0.57,2.44,3.01,4.91,scored,False
691011,Drew Romo,2024,1,1,370,370,2.03,1.49,3.52,5.7,scored,True
691016,Tyler Soderstrom,2021,1,1,254,254,0.8,1.2,2.0,4.73,scored,False
691016,Tyler Soderstrom,2022,3,2,518,556,1.65,3.08,4.73,5.48,scored,False
691016,Tyler Soderstrom,2023,1,1,304,304,1.31,1.29,2.6,5.13,scored,True
691019,Kyle Teel,2023,3,1,66,114,0.35,0.28,0.63,,"insufficient_sample (66 of 114 PA+BF scored, need 100)",False
691019,Kyle Teel,2024,2,2,505,505,2.41,2.54,4.96,5.89,scored,False
691019,Kyle Teel,2025,1,1,213,213,1.61,0.85,2.46,6.93,scored,True
691023,Jordan Walker,2021,2,2,366,366,1.23,2.03,3.26,5.35,scored,False
691023,Jordan Walker,2022,1,1,536,536,2.93,3.63,6.55,7.34,scored,False
691026,Masyn Winn,2021,2,2,438,438,-0.45,2.27,0.0,0.0,scored,False
691026,Masyn Winn,2022,2,2,550,550,2.18,3.55,5.73,6.25,scored,False
691026,Masyn Winn,2023,1,1,498,498,2.27,2.11,4.38,5.28,scored,True
691176,Jasson Domínguez,2021,2,1,214,241,-0.5,1.02,0.0,0.0,scored,False
691176,Jasson Domínguez,2022,3,2,508,530,0.47,2.51,2.98,3.52,scored,False
691176,Jasson Domínguez,2023,2,1,507,544,0.63,3.36,3.99,4.72,scored,True
691181,Emmanuel Rodriguez,2021,1,1,153,153,-0.46,0.39,-0.07,-0.26,scored,False
691181,Emmanuel Rodriguez,2022,1,1,199,199,0.63,0.91,1.54,4.63,scored,False
691181,Emmanuel Rodriguez,2023,1,1,455,455,0.55,2.55,3.1,4.09,scored,False
691181,Emmanuel Rodriguez,2024,4,1,167,209,1.37,0.99,2.36,8.49,scored,False
691181,Emmanuel Rodriguez,2025,3,1,212,267,1.04,0.85,1.89,5.34,scored,False
691181,Emmanuel Rodriguez,2026,2,1,108,119,0.59,0.44,1.03,5.71,scored,False
691182,Adael Amador,2021,1,1,200,200,-0.46,0.54,0.0,0.0,scored,False
691182,Adael Amador,2022,1,1,555,555,0.72,2.53,3.25,3.52,scored,False
691182,Adael Amador,2023,3,2,300,322,0.45,1.73,2.18,4.36,scored,False
691182,Adael Amador,2024,1,1,209,209,0.23,1.24,1.48,4.24,scored,True
691267,Alex Ramírez,2021,1,1,334,334,-0.95,1.59,0.0,0.0,scored,False
691267,Alex Ramírez,2022,2,2,552,552,-0.55,2.78,0.0,0.0,scored,False
691267,Alex Ramírez,2023,1,1,521,521,-1.77,2.92,0.0,0.0,scored,False
691267,Alex Ramírez,2024,1,1,542,542,-1.34,3.22,0.0,0.0,scored,False
691267,Alex Ramírez,2025,1,1,191,191,-0.43,1.01,0.0,0.0,scored,False
691267,Alex Ramírez,2026,1,1,412,412,0.27,1.69,1.96,2.86,scored,False
691406,Junior Caminero,2022,2,2,271,271,0.05,0.82,0.87,1.93,scored,False
691406,Junior Caminero,2023,2,2,510,510,2.3,3.22,5.53,6.5,scored,True
691587,Eury Pérez,2021,2,2,305,305,-0.14,1.34,0.0,0.0,scored,False
691587,Eury Pérez,2022,2,1,311,318,1.08,0.85,1.93,3.71,scored,False
691587,Eury Pérez,2023,1,1,117,117,0.17,0.35,0.53,2.7,scored,True
691620,Jeferson Quero,2021,1,1,83,83,0.05,0.18,0.23,,"insufficient_sample (83 of 83 PA+BF scored, need 100)",False
691620,Jeferson Quero,2022,2,2,405,405,0.61,1.87,2.48,3.67,scored,False
691620,Jeferson Quero,2023,1,1,381,381,1.09,2.53,3.62,5.7,scored,False
691620,Jeferson Quero,2024,1,0,0,1,0,0,0,,"insufficient_sample (0 of 1 PA+BF scored, need 100)",False
691620,Jeferson Quero,2025,2,2,294,294,1.1,0.87,1.97,4.02,scored,False
691620,Jeferson Quero,2026,1,0,0,4,0,0,0,,"insufficient_sample (0 of 4 PA+BF scored, need 100)",True
691718,Pete Crow-Armstrong,2021,1,0,0,32,0,0,0,,"insufficient_sample (0 of 32 PA+BF scored, need 100)",False
691718,Pete Crow-Armstrong,2022,2,2,471,471,1.42,2.27,3.69,4.7,scored,False
691718,Pete Crow-Armstrong,2023,2,2,500,500,2.37,2.94,5.31,6.37,scored,True
691723,Coby Mayo,2021,2,2,216,216,0.09,0.7,0.79,2.2,scored,False
691723,Coby Mayo,2022,3,2,433,439,0.06,2.6,2.66,3.68,scored,False
691723,Coby Mayo,2023,2,2,614,614,3.11,3.43,6.54,6.39,scored,False
691723,Coby Mayo,2024,2,1,341,357,1.99,1.37,3.36,5.91,scored,True
691725,Andrew Painter,2021,1,0,0,21,0,0,0,,"insufficient_sample (0 of 21 PA+BF scored, need 100)",False
691725,Andrew Painter,2022,3,3,401,401,1.26,1.66,2.92,4.38,scored,False
691725,Andrew Painter,2025,2,1,475,520,1.18,0.69,1.87,2.37,scored,False
691728,Zac Veen,2021,1,1,479,479,0.07,2.28,2.35,2.94,scored,False
691728,Zac Veen,2022,2,2,541,541,-0.12,3.2,0.0,0.0,scored,False
691728,Zac Veen,2023,1,1,201,201,-0.41,1.33,0.0,0.0,scored,False
691728,Zac Veen,2024,4,2,237,270,0.51,1.1,1.61,4.07,scored,False
691728,Zac Veen,2025,1,0,0,37,0,0,0,,"insufficient_sample (0 of 37 PA+BF scored, need 100)",True
691730,Alejandro Rosario,2024,2,2,350,350,0.69,0.29,0.98,1.69,scored,False
691775,Ryan Clifford,2022,2,2,101,101,-0.2,0.33,0.0,0.0,scored,False
691775,Ryan Clifford,2023,2,2,511,511,-0.33,2.67,0.0,0.0,scored,False
691775,Ryan Clifford,2024,2,2,541,541,0.22,3.05,3.26,3.62,scored,False
691775,Ryan Clifford,2025,2,2,579,579,0.66,3.14,3.8,3.94,scored,False
691775,Ryan Clifford,2026,1,1,402,402,-1.05,1.64,0.0,0.0,scored,False
691781,Brady House,2021,1,1,66,66,-0.05,0.19,0.0,,"insufficient_sample (66 of 66 PA+BF scored, need 100)",False
691781,Brady House,2022,1,1,203,203,-0.16,0.93,0.0,0.0,scored,False
691781,Brady House,2023,3,3,374,374,0.61,1.97,2.58,4.14,scored,False
691781,Brady House,2024,2,2,542,542,0.09,2.77,2.86,3.16,scored,False
691781,Brady House,2025,1,1,283,283,1.34,1.13,2.47,5.23,scored,True
691783,Jordan Lawlar,2021,1,0,0,6,0,0,0,,"insufficient_sample (0 of 6 PA+BF scored, need 100)",False
691783,Jordan Lawlar,2022,4,3,435,459,1.59,2.22,3.81,5.26,scored,False
691783,Jordan Lawlar,2023,2,2,490,490,2.47,3.06,5.53,6.77,scored,True
691785,Marcelo Mayer,2021,1,1,107,107,-0.13,0.25,0.0,0.0,scored,False
691785,Marcelo Mayer,2022,2,2,424,424,1.2,2.06,3.26,4.61,scored,False
691785,Marcelo Mayer,2023,2,2,354,354,-0.03,2.18,0.0,0.0,scored,False
691785,Marcelo Mayer,2024,1,1,335,335,1.52,1.99,3.51,6.29,scored,False
691785,Marcelo Mayer,2025,1,1,193,193,0.84,0.77,1.61,5.0,scored,True
692225,Kristian Campbell,2023,2,1,55,84,0.03,0.27,0.3,,"insufficient_sample (55 of 84 PA+BF scored, need 100)",False
692225,Kristian Campbell,2024,3,3,517,517,3.33,2.35,5.69,6.6,scored,False
692585,Yanquiel Fernández,2022,1,1,523,523,-0.17,2.39,0.0,0.0,scored,False
692585,Yanquiel Fernández,2023,3,2,505,521,-0.34,3.08,0.0,0.0,scored,False
692585,Yanquiel Fernández,2024,2,2,484,484,-0.22,2.61,0.0,0.0,scored,False
692585,Yanquiel Fernández,2025,1,1,271,271,0.87,1.08,1.95,4.31,scored,True
693049,Oscar Colás,2022,3,2,493,526,1.13,0.54,1.67,2.03,scored,False
693304,Nick Gonzales,2021,1,1,369,369,1.26,1.12,2.38,3.87,scored,False
693304,Nick Gonzales,2022,3,1,316,327,0.93,1.38,2.31,4.39,scored,False
693304,Nick Gonzales,2023,1,1,262,262,0.76,1.11,1.87,4.29,scored,True
693308,Nick Frasso,2021,1,0,0,21,0,0,0,,"insufficient_sample (0 of 21 PA+BF scored, need 100)",False
693308,Nick Frasso,2022,3,2,158,212,0.43,-0.17,0.26,0.99,scored,False
693308,Nick Frasso,2023,2,2,399,399,1.52,0.21,1.73,2.6,scored,False
693308,Nick Frasso,2025,1,1,346,346,0.66,0.13,0.78,1.36,scored,False
693308,Nick Frasso,2026,1,1,131,131,0.86,-0.0,0.86,3.93,scored,False
693311,Tink Hence,2021,1,0,0,41,0,0,0,,"insufficient_sample (0 of 41 PA+BF scored, need 100)",False
693311,Tink Hence,2022,1,1,195,195,0.36,0.77,1.13,3.47,scored,False
693311,Tink Hence,2023,2,2,404,404,-0.08,1.36,0.0,0.0,scored,False
693311,Tink Hence,2024,1,1,320,320,0.74,0.9,1.64,3.08,scored,False
693311,Tink Hence,2025,4,0,0,86,0,0,0,,"insufficient_sample (0 of 86 PA+BF scored, need 100)",False
693311,Tink Hence,2026,1,1,99,99,-0.1,0.13,0.0,,"insufficient_sample (99 of 99 PA+BF scored, need 100)",False
694183,Cristian Hernández,2022,1,1,175,175,-0.53,0.41,-0.12,-0.4,scored,False
694183,Cristian Hernández,2023,1,1,431,431,-1.26,1.95,0.0,0.0,scored,False
694183,Cristian Hernández,2024,2,2,513,513,0.23,1.68,1.91,2.23,scored,False
694183,Cristian Hernández,2025,1,1,507,507,0.02,1.85,1.87,2.22,scored,False
694183,Cristian Hernández,2026,1,1,353,353,0.6,2.2,2.8,4.76,scored,False
694192,Jackson Chourio,2022,3,2,413,439,0.5,2.04,2.53,3.68,scored,False
694192,Jackson Chourio,2023,2,1,559,583,0.73,3.71,4.44,4.76,scored,False
694194,Miguel Bleis,2022,1,1,167,167,-0.28,0.43,0.0,0.0,scored,False
694194,Miguel Bleis,2023,1,1,142,142,-0.68,0.64,-0.04,-0.15,scored,False
694194,Miguel Bleis,2024,2,2,429,429,-1.11,1.85,0.0,0.0,scored,False
694194,Miguel Bleis,2025,2,2,443,443,-0.8,2.01,0.0,0.0,scored,False
694194,Miguel Bleis,2026,1,1,310,310,-0.72,2.09,0.0,0.0,scored,False
694197,Angel Genao,2022,2,1,171,204,-0.19,0.48,0.0,0.0,scored,False
694197,Angel Genao,2023,1,1,316,316,-0.31,1.43,0.0,0.0,scored,False
694197,Angel Genao,2024,2,2,496,496,1.37,2.27,3.64,4.4,scored,False
694197,Angel Genao,2025,2,1,341,373,0.2,2.01,2.21,3.89,scored,False
694197,Angel Genao,2026,2,2,404,404,2.06,1.97,4.03,5.99,scored,False
694208,Moisés Ballesteros,2022,2,2,239,239,0.15,0.84,0.99,2.48,scored,False
694208,Moisés Ballesteros,2023,3,2,472,494,1.0,2.37,3.37,4.29,scored,False
694208,Moisés Ballesteros,2024,2,2,508,508,2.48,2.47,4.96,5.86,scored,False
694208,Moisés Ballesteros,2025,1,1,150,150,1.3,0.6,1.9,7.59,scored,True
694212,Samuel Basallo,2022,1,1,180,180,-0.48,0.56,0.0,0.0,scored,False
694212,Samuel Basallo,2023,3,2,467,483,0.81,2.24,3.05,3.91,scored,False
694212,Samuel Basallo,2024,2,2,532,532,0.95,3.0,3.95,4.45,scored,False
694212,Samuel Basallo,2025,1,1,321,321,2.12,1.28,3.4,6.35,scored,True
694224,Gabriel Gonzalez,2022,2,2,290,290,-0.21,1.02,0.0,0.0,scored,False
694224,Gabriel Gonzalez,2023,2,2,535,535,-0.33,2.64,0.0,0.0,scored,False
694224,Gabriel Gonzalez,2024,2,1,315,337,-0.53,1.68,0.0,0.0,scored,False
694224,Gabriel Gonzalez,2025,3,3,550,550,1.97,2.63,4.6,5.02,scored,False
694224,Gabriel Gonzalez,2026,1,1,197,197,-0.27,0.8,0.0,0.0,scored,True
694297,Brandon Pfaadt,2021,3,3,529,529,-0.47,0.61,0.0,0.0,scored,False
694297,Brandon Pfaadt,2022,2,2,689,689,2.37,0.93,3.3,2.87,scored,False
694297,Brandon Pfaadt,2023,1,1,105,105,0.47,0.15,0.62,3.54,scored,True
694351,Jacob Berry,2022,2,1,148,166,-0.2,0.32,0.0,0.0,scored,False
694351,Jacob Berry,2023,2,2,468,468,-1.18,1.76,0.0,0.0,scored,False
694351,Jacob Berry,2024,2,2,528,528,-0.47,2.04,0.0,0.0,scored,False
694351,Jacob Berry,2025,1,1,469,469,0.76,1.87,2.63,3.36,scored,False
694351,Jacob Berry,2026,1,1,302,302,0.48,1.03,1.51,3.0,scored,False
